grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE015 - Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida;[Municípios];GE015;Quantidade de municípios atendidos com esgotamento sanitário com delegação vencida
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE016 - Quantidade de municípios atendidos com esgotamento sanitário sem delegação;[Municípios];GE016;Quantidade de municípios atendidos com esgotamento sanitário sem delegação
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE017 - Ano de vencimento da delegação de abastecimento de água;[Ano];GE017;Ano de vencimento da delegação de abastecimento de água
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE018 - Ano de vencimento da delegação de esgotamento sanitário;[Ano];GE018;Ano de vencimento da delegação de esgotamento sanitário
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE025 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor;[Municípios];GE025;Quantidade de municípios não atendidos com abastecimento de água, mas com delegação em vigor
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE026 - Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços;[Municípios];GE026;Quantidade de municípios não atendidos com abastecimento de água, mas com delegação vencida para prestar esses serviços
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE028 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços;[Municípios];GE028;Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação em vigor para prestar esses serviços
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Informações gerais;GE029 - Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços;[Municípios];GE029;Quantidade de municípios não atendidos com esgotamento sanitário, mas com delegação vencida para prestar esses serviços
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN001 - Densidade de economias de água por ligação;[econ./lig.];IN001;Densidade de economias de água por ligação
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN002 - Índice de produtividade: economias ativas por pessoal próprio;[econ./empreg.];IN002;Índice de produtividade: economias ativas por pessoal próprio
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN003 - Despesa total com os serviços por m3 faturado;[R$/m³];IN003;Despesa total com os serviços por m3 faturado
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN004 - Tarifa média praticada;[R$/m³];IN004;Tarifa média praticada
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN005 - Tarifa média de água;[R$/m³];IN005;Tarifa média de água
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN006 - Tarifa média de esgoto;[R$/m³];IN006;Tarifa média de esgoto
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN007 - Incidência da desp. de pessoal e de serv. de terc. nas despesas totais com os serviços;[percentual];IN007;Incidência da desp. de pessoal e de serv. de terc. nas despesas totais com os serviços
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN008 - Despesa média anual por empregado;[R$/empreg.];IN008;Despesa média anual por empregado
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN009 - Índice de hidrometração;[percentual];IN009;Índice de hidrometração
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN010 - Índice de micromedição relativo ao volume disponibilizado;[percentual];IN010;Índice de micromedição relativo ao volume disponibilizado
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN011 - Índice de macromedição;[percentual];IN011;Índice de macromedição
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN012 - Indicador de desempenho financeiro;[percentual];IN012;Indicador de desempenho financeiro
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN013 - Índice de perdas faturamento;[percentual];IN013;Índice de perdas faturamento
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN014 - Consumo micromedido por economia;[m³/mês/econ.];IN014;Consumo micromedido por economia
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - esgotos;IN015 - Índice de coleta de esgoto;[percentual];IN015;Índice de coleta de esgoto
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - esgotos;IN016 - Índice de tratamento de esgoto;[percentual];IN016;Índice de tratamento de esgoto
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN017 - Consumo de água faturado por economia;[m³/mês/econ.];IN017;Consumo de água faturado por economia
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN018 - Quantidade equivalente de pessoal total;[empregado];IN018;Quantidade equivalente de pessoal total
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN019 - Índice de produtividade: economias ativas por pessoal total (equivalente);[econ./empreg. eqv.];IN019;Índice de produtividade: economias ativas por pessoal total (equivalente)
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN020 - Extensão da rede de água por ligação;[m/lig.];IN020;Extensão da rede de água por ligação
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - esgotos;IN021 - Extensão da rede de esgoto por ligação;[m/lig.];IN021;Extensão da rede de esgoto por ligação
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN022 - Consumo médio percapita de água;[l/hab./dia];IN022;Consumo médio percapita de água
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN023 - Índice de atendimento urbano de água;[percentual];IN023;Índice de atendimento urbano de água
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - esgotos;IN024 - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;[percentual];IN024;Índice de atendimento urbano de esgoto referido aos municípios atendidos com água
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN025 - Volume de água disponibilizado por economia;[m³/mês/econ.];IN025;Volume de água disponibilizado por economia
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN026 - Despesa de exploração por m3 faturado;[R$/m³];IN026;Despesa de exploração por m3 faturado
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN027 - Despesa de exploração por economia;[R$/ano/econ.];IN027;Despesa de exploração por economia
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores operacionais - água;IN028 - Índice de faturamento de água;[percentual];IN028;Índice de faturamento de água
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN029 - Índice de evasão de receitas;[percentual];IN029;Índice de evasão de receitas
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN030 - Margem da despesa de exploração;[percentual];IN030;Margem da despesa de exploração
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN031 - Margem da despesa com pessoal próprio;[percentual];IN031;Margem da despesa com pessoal próprio
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN032 - Margem da despesa com pessoal total (equivalente);[percentual];IN032;Margem da despesa com pessoal total (equivalente)
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN033 - Margem do serviço da divida;[percentual];IN033;Margem do serviço da divida
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN034 - Margem das outras despesas de exploração;[percentual];IN034;Margem das outras despesas de exploração
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN035 - Participação da despesa com pessoal próprio nas despesas de exploração;[percentual];IN035;Participação da despesa com pessoal próprio nas despesas de exploração
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração;[percentual];IN036;Participação da despesa com pessoal total (equivalente) nas despesas de exploração
agua-esgoto;Água e Esgotos;agregado;Informações e indicadores agregados;Indicadores econômico-financeiros e administrativos;IN037 - Participação da despesa com energia elétrica nas despesas de exploração;[percentual];IN037;Participação da despesa com energia elétrica nas despesas de exploração
